Square Customer ID,Salesforce Contact ID,First Visit,Last Visit,Transaction Count, Total Spend ,Email Subscription Status
W6092X52W55EH22B94Z9GP7AD8,,1/25/2020,1/25/2020,1,$50.00 ,unknown
AP0W7ZJBZD3MCJ67XRCZMB8GYC,,6/9/2016,6/9/2016,1,$38.00 ,
EPP4D8YRVN0RYRZ4KGVYD7J6DC,,7/9/2019,9/11/2021,3,$300.00 ,unknown
J8BFPVF20D0EFAYZWA63SRRMJM,,11/16/2019,11/16/2019,1,$5.00 ,
DR74PX8STN7BAMNZKZ2ER3C5H8,,8/19/2017,8/19/2017,1,$150.00 ,bounced
P4MVG21FB95X7BSCRYPE8M703R,,6/18/2020,3/26/2022,2,$52.25 ,
FN7WEEK5F52ERX5FX12VQ40VQR,,8/31/2017,8/31/2017,1,$11.50 ,unknown
ZYWMB2CYSH2QZ0W61N3005HQEW,,2/2/2021,2/2/2021,1,$41.00 ,unknown
Q58PS58VSD3ZN3T39KGE1FHZ04,,3/12/2022,12/20/2022,6,$271.00 ,unknown
A1ZNNXQ6JX6CJJVQAG5PWCAYF0,,4/15/2017,4/15/2017,1,$11.00 ,
YZKDPE382N1EN5S9MPCH0ENDK4,,7/1/2021,7/1/2021,1,$300.00 ,unknown
1QS8MDJTRN64H80W4KWAP3S6W4,,2/5/2021,2/5/2021,1,$200.00 ,unknown
VXYHAG5XCH50JR3XC1E0A8XWDR,,9/1/2018,9/1/2018,1,$50.00 ,unknown
S6ADW1TK8X5N53HN8JRBQ9KE20,,2/14/2018,2/14/2018,1,$20.00 ,unknown
T7DK5RB6M15XSE181TXQAG82SR,,6/11/2022,6/11/2022,1,$35.00 ,unknown
0N4RDPR0JQ0V80FW98F42GHMW0,,2/11/2023,2/11/2023,1,$25.00 ,unknown
3RY190Y4D10XF1AAD17HBCEZ98,,10/2/2021,10/2/2021,1,$5.00 ,
65E1D8AJND0ZYT3QP5G4374FZG,,10/4/2016,10/4/2016,1,$12.00 ,
XJM9QS8YNX2TH7PC87RW70KW4R,,7/3/2021,5/18/2022,3,$71.00 ,
319KXQ21194RH0PEETPR05XH4M,,8/18/2020,8/18/2020,1,$200.00 ,unknown
7NZYRQB2XN5W0R88F931BMNJMW,,5/9/2017,5/9/2017,1,$8.00 ,
6NJFRVED514PSD4KJ93EX1DBY8,,7/21/2020,7/21/2020,1,$200.00 ,unknown
BKCMS2F4ED105FA3ETQ45W5XG8,,7/28/2020,8/6/2020,2,$350.00 ,unknown
NFY9DM1JJH1A8R7WM8P4YAETBM,,5/4/2017,5/4/2017,1,$20.00 ,
TQKZ5YKRYS50RRFSRBBY16MBA8,,10/10/2017,10/10/2017,1,$17.00 ,unknown
WPE770CDQN2NQ5BCJJK27M3N54,,12/5/2020,12/5/2020,1,$150.00 ,
G8GNDH572D3J91WEVPXJ36EVH0,,8/4/2020,8/4/2020,1,$100.00 ,
R2JTT4JTAS235F5G2YY14YPTA4,,10/8/2019,12/3/2019,2,$167.25 ,unknown
84HB47P7BS6YYYNWKRZC17BJ78,,9/26/2015,9/26/2015,1,$190.00 ,unsubscribed
WMDGJ68AT919F3QRQSZPGF79ZR,,2/19/2022,2/22/2022,2,$410.00 ,unknown
HG3MFDDZ851CFE8N31RQDZ0580,,9/17/2020,9/17/2020,1,$50.00 ,
1RMJ0EWBZD4YH60X3EEN4K1WJR,,8/18/2020,8/18/2020,2,$46.00 ,unknown
K88W02YXQ56KF55MFYZEC0Z68G,,11/19/2022,11/19/2022,1,$350.00 ,unknown
5Q4S09SFC160H0MJSRD4AGG154,,5/3/2019,9/20/2019,2,$43.20 ,
MHS6NK8ZK56RB0WTRMJ2VR15KG,,6/18/2020,6/18/2020,1,$55.00 ,
FCHRWZDE554RDFNS3QD2WZ87WR,,11/9/2022,11/10/2022,2,$79.90 ,
RAQBPSQ14957CWA0J7GB40BGR8,,10/20/2015,10/20/2015,1,$150.00 ,unknown
HZ4EY5R6ZX0HB8X5XZB3PVV9S0,,7/30/2020,7/30/2020,1,$135.00 ,unsubscribed
WFDCN4NYC915B08YY7G2E6C13G,,2/12/2018,1/19/2022,2,$40.00 ,unknown
8RJ0NQWJW14G1BBN6JMKG5F3GM,,6/21/2022,6/21/2022,1,"$1,000.00 ",unknown
NXA25B0BN96Q39MQ2XER5R12YG,,6/9/2018,11/22/2022,3,$931.30 ,bounced
ZYT50ZE4AS2191K6ESCEYQJC4C,,10/23/2020,10/23/2020,1,$11.00 ,
2Y546DVTK93TV88FQXEACZE73G,,1/21/2020,1/21/2020,1,$10.00 ,
1AY5XRN1NH5H4HA276P6G264ZW,,5/23/2019,5/23/2019,1,$75.00 ,
RMT6N0D6955WS4H40C9719BT60,,8/14/2020,8/14/2020,1,$30.00 ,
ZJJWPSFC8544CGEETDSVP2D13C,,3/8/2017,3/8/2017,1,$10.00 ,
6ZEMCVP36X02RGKN1HQYQ2BB68,,10/10/2015,10/10/2015,1,$5.00 ,unsubscribed
D297EDJSVH5EF7J2NVMZS6QA9W,,1/4/2017,7/8/2017,2,$57.00 ,unknown
W5RQW8E34H36DCY8B8NMYDRQ54,,7/18/2019,1/21/2023,3,$249.85 ,unknown
RNECT9SP454EV7JJE9FDTE8C6M,,9/1/2020,9/1/2020,1,$11.00 ,
Y5DVZHVAY547TS2TYT2CB07W68,,6/17/2017,6/24/2017,2,$41.00 ,
75N0J2T8H93ZF6G189S585EBNW,,7/26/2022,7/26/2022,1,$55.00 ,
V57YN9D9VD1N30PRR6RH20X13C,,10/7/2022,10/7/2022,1,$7.00 ,
4GY0FY0GQD0E7E81K7H7BDZ2QG,,9/17/2022,10/8/2022,2,$191.00 ,unknown
F83CT5KG7S5JSF0VN23B27TXRM,,,,0, $-   ,unknown
9N6MQDTVKH2EQ06NJ9G68KS3GG,,11/12/2016,2/17/2018,2,$52.00 ,
4PMA8ZHTWS0ACM4N0MC9QJP88G,,1/28/2016,1/28/2016,1,$100.00 ,
JGCSX979DH6932HY5W6BTB33Y0,,3/31/2018,5/11/2021,4,$348.00 ,unknown
MSPH78BG9H1ADES7X40DZ1MMM4,,2/12/2018,2/12/2018,1,$20.00 ,unknown
BPHYCAGG9H2GS8C10RVQ2ZMXZ4,,2/10/2018,2/10/2018,1,$20.00 ,unknown
0T2D0ZCAE96H50XZ9HP11BV6D8,,8/16/2022,8/16/2022,1,$266.00 ,unknown
GXVTEDJHW53TS3P7BSM8G016XC,,5/29/2021,5/29/2021,1,$200.00 ,
R4BMF7W6M51BVASPKT43CC5G1W,,10/22/2020,10/22/2020,1,$125.00 ,unknown
5EPDP13ZND33D2AD1KMGCP4Y74,,7/21/2022,7/21/2022,1,$429.00 ,unknown
T6B607SYED2VCMPRT49JT7WN88,,3/11/2017,3/11/2017,1,$5.00 ,
FZX21T0P693QX6XPV70BWACS5G,,9/15/2020,8/24/2021,4,$339.00 ,unknown
3CN97NFXSS1GPRJEVYPTK11600,,3/12/2016,3/12/2016,1,$125.00 ,
WQB94KV33H1MS91QBZMSD01N3C,,10/12/2021,10/12/2021,1,$11.00 ,
T6AMDX8Z2S3YF9BEFTXXZGTM8M,,,,0, $-   ,unknown
955EA9RAPN5VNDGBCZHH21206M,,9/2/2021,9/2/2021,1,$70.00 ,unknown
1QTG4XJBW569PHJ79VSZ319VQ4,,5/19/2018,5/19/2018,1,$15.60 ,
QDYEC3TGYS7YB2SGJ5CSM3VZZM,,8/9/2022,8/9/2022,1,$20.00 ,unknown
PCD0FZAYWN5V10TQ8D71FCTJC4,,8/28/2019,11/6/2021,2,$24.25 ,unknown
YEDB1NFXS13X7BN22S09FD1FM8,,9/8/2020,9/8/2020,1,$125.00 ,
S0FQC3NH0S6S93NHQ3V0BK4GJM,,6/9/2022,6/21/2022,2,$168.00 ,unknown
F9JA2QWWJ119CZMY3MZSCXP9R4,,8/21/2018,8/21/2018,1,$110.00 ,unknown
GBB47Y2WH177SCFGKHV36JZWWR,,10/9/2020,10/13/2020,2,$450.00 ,
RF49MZ5WS978B4CVA1AZNWW8RG,,6/26/2021,6/26/2021,1,$25.00 ,unknown
KE1WPFA0B12B14PJ4RRV98E45M,,5/21/2020,5/21/2020,1,$200.00 ,unknown
73TYCHNS913T9EC3105T54QS5G,,7/30/2022,7/30/2022,1,$20.00 ,
821WEDRAXS3WBDV0BRKBKE2D7W,,4/10/2021,4/10/2021,1,$345.00 ,unknown
7EZQNYWHEX72PN0AQ20NKG55GW,,10/11/2017,10/11/2017,1,$100.00 ,
RVWQS754G91XD233V89TVQKK10,,7/30/2022,7/30/2022,1,$40.00 ,
SWW5R6F59N0BPG3HNJKQEEWP9W,,8/1/2018,8/1/2018,1,$100.00 ,
PZG64JQ4TS24N264M89DW7KR0R,,5/22/2020,5/22/2020,1,$41.00 ,unknown
N0ZCK2N99D74DEZ7DFXB56N3ZM,,1/16/2020,1/16/2020,1,$17.25 ,
KWYTEZTTKN4NZFZEMNRYF1SY78,,8/27/2020,8/27/2020,1,$27.50 ,unknown
WYRQMXCR9S6B8G27B85Q8RPRZ4,,5/20/2017,5/20/2017,1,$2.00 ,unsubscribed
AN9VF9HNY55VRSWZ9JR241KXV4,,1/24/2018,1/24/2018,1,$115.00 ,unknown
7E1043AE0S34KCANF0HA26NFSG,,5/12/2020,5/12/2020,1,$60.00 ,
PK6NVCKF2D7J0MKB7D5ZK9XWXM,,5/15/2018,5/15/2018,1,$34.50 ,
HSSC7EK9AH0HTT1SP5YRV5BG38,,8/8/2018,5/7/2020,2,$170.00 ,
09Q88ZDXVH6RDEP96FHFH2ANR4,,7/24/2020,7/24/2020,1,$75.00 ,unknown
94V5Q97ZV10CH01ZCMG027K9GG,,5/7/2020,5/7/2020,1,$400.00 ,
2X6C7KGC5N5YTKTT6WCF6J2S14,,8/3/2016,8/3/2016,1,$28.00 ,
DGKN69AP1S25H49JFKNYYZTK9R,,11/12/2016,5/28/2019,2,$22.00 ,unknown
MHB14MFBB90G91MKS6SDVAEKYW,,9/25/2021,2/4/2023,4,$159.80 ,
MR2AMPYRE97KF98JC7F84QGCCC,,10/12/2022,10/12/2022,1,$75.00 ,unknown
GDRJZVEXRX49YV1HTM75AVBT0M,,9/11/2018,9/11/2018,2,$25.00 ,unknown
33JE7JBKYS12GX229MYWCTF25W,,6/21/2017,6/21/2017,1,$28.00 ,
QJY25SYJTD7ND54EJPF2NYJ890,,5/25/2022,5/25/2022,1,$12.00 ,
D8T1EM80BX6Y9EG6XGDJYXX1FG,,3/27/2021,4/9/2021,2,$435.00 ,unknown
ZK1F1N6ZBD0056H0H0T25NZV94,,,,0, $-   ,unknown
EBYEE4JS0H7F3DM15RXQBE71ZW,,5/21/2020,5/22/2020,2,$170.00 ,
2VXMAD3W4S23Z5NX554Q8H7790,,9/17/2022,9/17/2022,1,$17.25 ,unknown
DDQAXM7M3S6QRXVNJPR1ZMP2Y8,,5/5/2016,5/5/2016,2,$35.00 ,unknown
7ZHBZJ6NJ55X12GTNFDGXCF60G,,4/3/2018,5/22/2020,3,$162.00 ,
R49ZHSF46S581DGK3X9TAA78DW,,10/17/2019,10/17/2019,1,$11.00 ,
ZRV8P3YKZS6H32XXWSCV6P87XR,,10/8/2020,10/8/2020,1,$11.00 ,unknown
RRVP3CP58D6P0QH2D3C79BF14M,,9/3/2015,9/3/2015,1,$10.00 ,
8RR0PET6PH11SBQN6Z6B4QM7W0,,5/22/2021,5/22/2021,1,$200.00 ,unknown
K8Y2SVSGH16STQCY8CR83WRSNW,,8/31/2016,8/31/2016,1,$68.50 ,
YMCMVJPCD96CF86XZ0TY5ZF04M,,12/15/2020,12/15/2020,1,$200.00 ,unknown
AQQJNMM1DX0Z932FJTFECZYPK0,,1/22/2022,1/22/2022,1,$56.25 ,
JN38NQSHCX6C0GM2T4ERHFE128,,5/14/2019,5/14/2019,1,$125.00 ,unknown
B44R614D4D3DHF7MP0MTSQM9D0,,3/16/2021,3/16/2021,1,$24.00 ,
ZHT05P3CH16JB82FG2WV62PPBC,,2/12/2022,2/19/2022,2,$408.09 ,unknown
56NGQ00GAS3VCNTNPRFREY4K2C,,2/21/2017,2/21/2017,1,$10.00 ,
SAV7VDSHF95SQB6MZXCDPB43MR,,3/14/2020,2/25/2023,6,$411.00 ,unknown
9482EXZGFX1CWZWFN845AS2BJW,,7/17/2018,6/11/2020,5,$84.00 ,unknown
QBDW22ZFR57JB1QG4C0CQJ5YTC,,7/7/2020,7/7/2020,1,$150.00 ,
GMBXYPEW0107JY289NGN8B3KE4,,5/1/2019,5/1/2019,1,$5.00 ,
93JF5X5S1H0TK59P50X8C3WFJC,,2/8/2020,1/3/2023,2,$26.00 ,unknown
VW0W1AW1DD70971NK5WEV6NDSM,,5/26/2020,4/19/2022,9,$533.00 ,unknown
9JBDR9JE8D0DV50W80Z2C6DSGC,,4/22/2021,4/22/2021,1,$52.90 ,unknown
BDW2ZM4FQX1D9B1ZE65HDB7Y1C,,4/23/2020,4/23/2020,1,$15.00 ,
09KBG7ENCN6EHAS02P9DSX6NWR,,10/22/2016,6/29/2018,2,$55.00 ,
E3HCRXKMGD03D8YXP60Q9HH11C,,10/15/2019,10/15/2019,1,$33.60 ,
5E3HES3TQD5BYHSS7GMKGF8390,,8/6/2019,10/1/2022,3,$295.00 ,unknown
X35905XBD12X4RHT7XFB2P9A80,,8/26/2017,8/26/2017,1,$100.00 ,
474K3GT8WD3VZ1D4T8NDQWTPRC,,8/16/2022,8/16/2022,1,$9.00 ,
6Y6A9XBYBD1BXF48HBV431ZREG,,9/1/2020,9/1/2020,1,$300.00 ,unknown
JMXFNH2R8D5GK5BCW58DX107FC,,8/21/2021,8/21/2021,1,$265.00 ,unknown
WP2NBM2MB927JRJ20Z2CGZN1MR,,6/29/2017,6/29/2017,1,$5.00 ,unknown
ZCKR541EBD2JH9G7BJN07XWKMG,,5/15/2020,5/15/2020,1,$40.00 ,unknown
HQT115MF9S6BKDG4RBXG6V4840,,3/27/2021,3/27/2021,1,$50.00 ,unknown
H3WA47D3BS2JKB5D6VCFVAA68C,,11/23/2019,11/23/2019,2,$347.50 ,unknown
2XQYNT9EVH2VRY1VFJ8YK4ABQ4,,3/30/2019,3/30/2019,1,$6.00 ,
XQ1YGFBS6S12CNF9K0JB9HP824,,2/23/2017,2/23/2017,1,$14.00 ,
0ABERMZYXH2PCJ7EQ7PT5GY0Q4,,3/22/2016,3/22/2016,1,$95.00 ,
CZFP1GYRMS5NHBW369D8AJZ42M,,4/16/2021,4/16/2021,1,$10.00 ,unknown
PFDT6P6MT515B1TPNBXT6CASCC,,9/10/2020,9/11/2020,3,$80.00 ,
NA70JCRR7S502MMGSPS1B9QB9G,,6/20/2019,6/20/2019,1,$400.00 ,unknown
XN8FGTNK7S76WWB52597941MP0,,7/11/2019,7/11/2019,1,$80.00 ,
FJFJJQ78AD3NB9KH3NKN0FQYHW,,8/24/2019,8/24/2019,1,$18.00 ,
401607F2A5634XR8XR4DN014S0,,6/8/2019,6/8/2019,1,$250.00 ,unknown
MKJB4YR45914D5SXB244H86RHM,,8/20/2020,8/20/2020,1,$31.00 ,
ZHYY2HE84H6ZWZ7FPHMPXJPXV8,,6/13/2018,6/13/2018,1,$100.00 ,
8V31250F1H21CG1ZN9M2Z7DHVR,,4/13/2019,4/13/2019,1,$25.00 ,unknown
N4485T5V4D2MFC2A9PJ7CECBBG,,10/22/2020,11/19/2020,2,$22.50 ,unknown
1Y0FSD883X3MHCSX826KB6A5GG,,10/26/2021,10/26/2021,1,$350.00 ,unknown
PB5FKWZEG54T9440NY2W04BBR4,,10/15/2022,10/15/2022,1,$15.00 ,
Z44NXPC6Y16Z5900X2BVNPS590,,3/14/2020,3/14/2020,1,$175.00 ,
FY2F4PTXEX6SKD761KXXBZ74SG,,4/14/2020,4/14/2020,1,$20.00 ,
MER3T2MBRX586WQGGY1S7YP0G0,,1/29/2019,1/29/2019,1,$12.00 ,
XB3F3YA5EH0JGN4D1V58GPPW9G,,9/7/2017,9/7/2017,1,$10.00 ,
RNGR13GG455A2QPNEWNR2A019W,,7/18/2017,7/18/2017,1,$50.00 ,
X56Q5A85JX5GQ319CHN6J64CSC,,10/21/2021,10/21/2021,1,$215.00 ,
Y6N5A5MBQ52VTVMRCGK4XMHCGM,,1/20/2018,1/20/2018,1,$12.00 ,
JYDM2MCBZ13H13GPCWGSH4BYSC,,4/28/2022,4/28/2022,1,$242.40 ,unknown
D3ZEFF1CNN1DV66RK0X502XGFR,,8/17/2022,8/17/2022,1,$18.00 ,
CXF8ZDVHVD52RX3M9D1WT3WVG4,,3/7/2018,3/7/2018,1,$65.00 ,unknown
BW5P05B1HD593C4DYZTJ9R2MX0,,5/13/2022,5/13/2022,1,$177.60 ,
FH1XRDJ5VD3E2VVVR08F11TGXG,,10/26/2017,10/26/2017,1,$13.00 ,
N974T6Y4AX7ZDAJ2C5V5PXDNCM,,3/24/2022,3/24/2022,1,$120.75 ,unknown
bXSW5DvCFRboYv7p,,5/7/2015,4/28/2018,2,$45.00 ,unknown
1059EYK7EN1XNFFSS9MJ6QPEFG,,4/24/2021,4/24/2021,1,$25.00 ,
0MJXZM5WT5478HP9G7XCEA03T4,,7/23/2015,7/23/2015,2,$135.00 ,unknown
RM1151G7NS5NEP0H23TNRWMMB8,,8/24/2017,8/24/2017,1,$120.00 ,
7A4DKNV1XN5SVAW2AKAK63B9JW,,3/24/2022,3/24/2022,1,$20.00 ,
Z8JAN1G2FD3J9BAV90JSWHG4BM,,10/12/2021,10/12/2021,1,$15.00 ,unknown
V8M5X9AT9H2T13Q2SSM9A0BCN0,,8/19/2021,11/12/2021,2,$285.00 ,unknown
E4TQ6WNM4X1PTP843Y00SP0N5M,,5/31/2018,5/31/2018,1,$100.00 ,
1PM3HBBR3H4RKE2QAW2WYEKTRM,,8/28/2021,8/28/2021,1,$260.00 ,unknown
6ZJH0QE5BH6KQ1NVXYX5WJTZ00,,5/7/2021,5/7/2021,1,$100.00 ,unknown
S735ZHE2KX04ZB7T9F597G0AG4,,5/12/2022,5/12/2022,1,$120.00 ,
DJH08HRN1N3716BMY98QKZ441G,,4/16/2021,4/16/2021,1,$31.00 ,
XTNWQVVX9D7SF3JWFFMD3XZ7PM,,7/13/2022,7/13/2022,1,$150.00 ,
J7EE2KYPTS7AH352B6XBP109HG,,12/3/2019,12/3/2019,1,$27.00 ,
6RY9Y0V26H2X2VHV6BTG133ABG,,8/23/2018,11/2/2019,2,$295.00 ,unknown
6HACSYYGQN2DRTQ3B9DT52RJHR,,8/8/2015,8/22/2015,2,$77.00 ,unknown
CWD26X1A4X6QZ5FX9D3D3PBE58,,2/10/2018,2/10/2018,1,$20.00 ,unknown
KF033M4K3S0ND7CA3GXKTQDQPR,,6/10/2022,6/10/2022,1,$50.00 ,unknown
7T9N3TVQN16CEM5QVHKBGV74D0,,2/27/2016,2/27/2016,1,$370.00 ,unknown
TNPGCQNNDN0EX9J0H4VHJXTBY4,,12/31/2022,12/31/2022,1,$50.00 ,
8G3C5KXW7D62WW6MZNHP0W2P88,,9/7/2016,9/7/2016,1,$20.00 ,unknown
C3AYK2M3D97F0Z5Q2NAC7YJ378,,10/8/2015,10/8/2015,1,$5.00 ,
7AJKXVQP6H2SV4PKSN7HY14CCC,,6/28/2022,6/28/2022,1,$550.00 ,unknown
VPXGGYNX0S68V3682NYTA2771W,,8/2/2022,8/2/2022,1,$475.00 ,unknown
VE0E7DVJ0927JWJDWRYWEB3808,,5/3/2017,5/3/2017,1,$5.00 ,
528T0HAHKD1BVK52XYGGWK7MJM,,2/10/2023,2/10/2023,1,$30.00 ,unknown
ZG7TBJR531506TW17B227E3DHW,,7/18/2019,7/18/2019,1,$15.00 ,
KM2FFG6QP957PSJ95PDK964KT4,,6/15/2016,6/15/2016,1,$11.00 ,unsubscribed
ZQMMB8A8XX7ZVE91AA7CGBAY8M,,6/4/2022,6/4/2022,1,$350.00 ,unknown
Q84YTDSMRS2QRZTG3QVVNYDXKR,,8/22/2015,8/22/2015,1,$90.00 ,unknown
1A6XJV33V54R2YVYTQ2W6Y0PDW,,9/20/2017,9/20/2017,1,$110.00 ,
44XY7S5F6D43D2SJE66ADVCS7G,,6/30/2020,7/2/2020,2,$412.00 ,
44JW783MZN0RYVR8VP79Q71YSM,,5/20/2017,4/21/2018,3,$29.00 ,
PD9A2XJJ491792NR34PJPTHSW4,,3/16/2021,1/4/2023,4,$197.00 ,unknown
XJPR107Y191ZQ93E3QCYDG8ZW8,,6/29/2021,6/29/2021,1,$231.25 ,unknown
MYWE61H6HX1M133FTJCNDBWDG0,,3/11/2021,5/6/2021,3,$120.00 ,unknown
2HC7QA2Q3S5TTJWKBQ0Q0D97TW,,9/5/2015,9/5/2015,1,$150.00 ,unknown
DCBCAA426D7ZSAP0K32K0RB55C,,12/27/2022,12/27/2022,1,$385.00 ,unknown
7PY7FQ085522NFCC5KZ3KQ5PH8,,1/4/2020,1/4/2020,1,$195.00 ,unknown
FQRA2Y266175GNZCNHZXX48W8W,,8/18/2018,9/1/2018,2,$130.00 ,unknown
PKGJB5X8151Z3EXM65C8ZCSGMR,,9/26/2017,9/1/2018,3,$41.00 ,
XAE0H5KE9559ND48V1DP2PGWMR,,7/30/2022,7/30/2022,1,$93.00 ,
888EPV42ZS5X390MXQBRMVFCYM,,3/3/2022,3/3/2022,1,$355.00 ,unknown
E8J49JEDC145EM622BE6D8VMQ8,,10/7/2015,10/7/2015,1,$5.00 ,
EYKRRXRZ6X3QZF3EGGP2K9YC2G,,6/4/2020,6/4/2020,1,$31.00 ,
Q5GQMCK8SS4HAHRN2NEZ3JR4RR,,6/16/2018,6/16/2018,1,$200.00 ,
1DJ2XKXTP16NXEYZ85SQ13BEKW,,7/7/2020,7/7/2020,1,$150.00 ,
D1HMZ2A8K174JVFJ5Z1FD5N48M,,5/9/2017,5/9/2017,1,$195.50 ,
SNEQNS4GHD258KJ6ZZHDG41QJC,,2/13/2017,2/13/2017,1,$5.00 ,
563XBMFK5H6Y5CYJ7JXA584XPM,,7/8/2022,7/8/2022,1,$350.00 ,unknown
KSX06B2F7S6RQ5NY2JJPVF8W60,,5/22/2021,5/22/2021,1,$300.00 ,unknown
JNPP49B1VD38V30DH0QS2RXPM8,,8/28/2019,8/28/2019,1,$156.00 ,
M3HHYDT80D55AK2DJ5STDGT2M4,,7/22/2017,7/22/2017,1,$300.00 ,
EKY71S7YT9080G5KJNCJ7ZCSN0,,6/3/2017,6/3/2017,2,$225.00 ,unknown
ND7M0XVCVEWAMKYXZ0Q8A7AS6C,,3/2/2023,3/2/2023,1,$50.00 ,
QNBQT8Z9896EPH5YNTDPMYF6P0,,1/10/2017,1/10/2017,1,$145.00 ,
A3973CQMKN44K44V07V95T82K0,,7/20/2021,7/20/2021,1,$20.00 ,unknown
P59C9V0J154FPPXW3X1SC496VG,,5/22/2019,5/22/2019,1,$150.00 ,unknown
4P6FM7BNXMTS76MNDT9NQPS82W,,1/20/2023,1/20/2023,1,$40.00 ,unknown
JHAJ5JNB8X3Z6T70Q0HH5F7AGM,,8/6/2015,8/6/2015,2,$140.00 ,
DH1T5R1KTD7GENWSG0FY30QXC4,,9/21/2016,2/2/2017,2,$17.00 ,
YVWT067HMD3EMYBY1NJ0863DVC,,10/3/2017,10/3/2017,1,$50.00 ,unknown
8HJTZ1QJFD24AQ5FX8MFXMHPP4,,4/8/2017,4/8/2017,1,$80.00 ,
3GD1ANXC4N1DB9PDYQS9ZYG60G,,1/23/2022,8/2/2022,3,$255.00 ,
N2SJVXVK6N24WG9ZX7W3SV2HHC,,11/18/2017,6/15/2018,3,$235.80 ,unknown
DJAPX3BN0X7H4TAC4S2MXCF5JG,,4/22/2017,4/22/2017,1,$135.00 ,
ZG52Z4RMAS1BWYWAK3M6GH6F5G,,10/6/2015,7/14/2016,2,$167.00 ,unknown
KSVQA7QNCN01H3BEMFBGJRXT30,,8/14/2018,10/20/2022,10,$237.00 ,unknown
PHR3N8ETKD2EZD9F9BCPGWT2C4,,6/12/2020,6/12/2020,1,$350.00 ,unknown
KP9WV6SDYN2KS06WWQBER5SEC4,,4/29/2021,4/29/2021,1,$380.00 ,unknown
7zRXKPj16_pSaxUl,,5/30/2015,5/30/2015,1,$150.00 ,
0AZ6GC2C7D4N35WJYW2KFG83VM,,12/15/2016,1/23/2019,2,$350.00 ,unknown
JNH6RG66790KH5G0PGA8V82Y7W,,7/24/2021,7/24/2021,1,$40.00 ,unknown
15F249C7MD5XZCH080N5D50WJ8,,1/16/2021,1/16/2021,1,$400.00 ,unknown
YNEMSR5SRD2MJHEF6D2BYFPBEG,,8/8/2017,8/8/2017,1,$70.00 ,
B5N0EAKB6N3JX90P21GFR3Y4JG,,3/26/2021,4/20/2021,2,$28.00 ,unknown
62NK38WV3D3HH30DSACXVHKXQW,,6/16/2020,6/16/2020,1,$150.00 ,unknown
1Q6RATGBD52AD40EYQAG2QW5N8,,12/1/2020,7/20/2021,2,$111.00 ,bounced
ZGYBAARGC14FV0GW1X6HY1ZE70,,4/24/2021,4/24/2021,1,$250.00 ,unknown
FSXV08HQTD7X8RJ222H8AZKG64,,7/11/2017,7/11/2017,1,$57.50 ,
C7R61PK9GD7KZC6X5FF1XQRA1G,,4/7/2022,4/7/2022,1,$450.00 ,unknown
RZGVM771ZH2M93DT7K1SS0QGAG,,8/20/2020,8/20/2020,1,$200.00 ,unknown
0KP7ZGX7P51RD1ST8NBYMZKWH8,,9/10/2020,9/10/2020,1,$150.00 ,
GMWPJ3F0PH0EZ6FXF8FZ2HCFTG,,11/30/2021,11/30/2021,1,$50.00 ,
T062MAWG7D613A5JVEN1FZHAN8,,10/28/2020,5/22/2021,2,$115.00 ,
92M337YETS4BJW9Z8GM1FKH3C0,,8/16/2018,8/16/2018,1,$100.00 ,
JGZZXDAKV502RXSERAYG09HK44,,8/16/2016,8/16/2016,1,$65.00 ,
KE6ET9QM7S5FNF6XYQ3W6Z3CQR,,6/7/2022,6/7/2022,1,$75.00 ,unknown
VH3KT447XD2A9928NBR03AE640,,8/25/2020,8/25/2020,1,$200.00 ,unknown
VEMD7KJQP164NAY02HMCY0W348,,4/9/2022,4/9/2022,1,$23.00 ,unknown
Y3PPMWSBHN7PGX81H7J3XF3DSG,,11/7/2018,1/21/2023,3,$829.00 ,unknown
KX8BJGEMKH5X95K6M4ZXFQV62W,,8/11/2022,8/11/2022,1,$174.80 ,unknown
GRK5TMXEAS6BV9BGJCAK3VVPZ8,,5/24/2022,5/24/2022,1,$355.00 ,
024GZEEDFX272Z60PKS1751910,,5/9/2018,5/9/2018,1,$185.00 ,
17VMXVT8690KH4EK8EW1QVT238,,10/26/2019,10/26/2019,1,$7.00 ,unknown
6VNPQPQAWN58TX3FDT2WQ88RP8,,7/4/2018,7/4/2018,1,$50.00 ,
F95B8J9FJ52XV9YTWDPT8C20Y4,,2/26/2021,2/26/2021,1,$200.00 ,
XGCYM59ESD3YN0SQQQZWXQEG7R,,6/22/2021,6/22/2021,1,$360.00 ,unknown
JF736EVB555393JM64NSA7XCR4,,5/18/2021,5/18/2021,1,$25.00 ,unknown
YR5QMS5J1119BDX9DTB299B4HG,,2/6/2018,2/6/2018,1,$20.00 ,unknown
E1B07904S94KFBKZ7B6VY9EQSR,,7/5/2022,7/5/2022,1,$650.00 ,unknown
GM0GRQW6W167D535DW56XZWVAG,,5/22/2020,5/22/2020,1,$75.00 ,
J92YN1WJ4D5V3C59X5G4KS4E5G,,4/30/2020,4/30/2020,1,$150.00 ,unknown
K6452T3QX140MMJG8MJPAVAXTR,,2/24/2016,2/24/2016,1,$10.00 ,unknown
PDT3J1WH790F0V60KDS4N7G5VG,,7/19/2018,7/19/2018,1,$20.00 ,
X3T6YXW44D7452NAPNBTRXTZ9C,,6/8/2022,6/8/2022,1,$15.00 ,unknown
